eventid,deploylen,taggingdate,deplon,deplat,recdate,reclon,reclat,reclen,reclen_type
101406300,101.5,2014-08-21,-119.07273,32.35865,2015-06-01,,,110,Estimated
101406400,102,2014-08-21,-119.07235,32.35832,,,,,
101406500,98.5,2014-08-21,-119.06908,32.35647,,,,,
101406600,99,2014-08-21,-119.0677,32.35582,,,,,
101406700,102,2014-08-21,-119.06602,32.35503,,,,,
101406800,99,2014-08-21,-119.06642,32.35523,,,,,
101406900,100,2014-08-21,-119.06525,32.35473,,,,,
101407000,98,2014-08-21,-119.06305,32.35397,,,,,
101407100,103,2014-08-21,-119.06282,32.35383,2015-05-30,,,110,Estimated
101407200,96,2014-08-21,-119.0592,32.35247,,,,,
101407300,102,2014-08-21,-119.05317,32.34943,,,,,
101407400,99,2014-08-21,-119.0545,32.35003,,,,,
101407500,101,2014-08-21,-119.05317,32.34943,,,,,
101407600,97,2014-08-21,-119.05158,32.3487,,,,,
101407700,99,2014-08-21,-119.04983,32.34813,,,,,
101407800,98.5,2014-08-21,-119.05007,32.34815,,,,,
101407900,100.5,2014-08-21,-119.04722,32.34733,,,,,
101408000,101,2014-08-21,-119.0466,32.34713,,,,,
101408100,97,2014-08-22,-119.24907,32.35222,,,,,
101408200,98,2014-08-22,-119.249,32.35223,,,,,
101408300,103,2014-08-22,-119.25832,32.3485,2015-05-29,-118.99,31.45,,
101408400,100,2014-08-22,-119.25823,32.34852,2015-05-26,,,132,
101408500,101.8,2014-08-22,-119.31838,32.37748,2015-05-23,,,134,
101408600,99.5,2014-08-22,-119.31827,32.37757,,,,,
101408700,95,2014-08-22,-119.31405,32.38627,,,,,
101600200,115,2016-07-01,-117.75,32.4666666666667,,,,,
101600300,119,2016-07-01,-117.766666666667,32.4833333333333,,,,,
101600400,177,2016-07-04,-118.04083,32.5805,,,,,
101600500,183.5,2016-07-04,-118.104433333333,32.5522333333333,,,,,
101600600,188,2016-07-05,-117.923366666667,32.6149,,,,,
101600700,185,2016-07-05,-117.914,32.5984666666667,,,,,
101600800,185,2016-07-06,-117.735516666667,32.5855166666667,,,,,
101600900,189,2016-07-06,-117.6714,32.54515,,,,,
101601000,157,2016-07-06,-117.632666666667,32.6471,,,,,
101601100,156,2016-07-06,-117.6255,32.5557333333333,,,,,
101601200,157,2016-07-06,-117.589383333333,32.53405,,,,,
101601300,110.5,2016-07-07,-117.3114,32.3274666666667,2017-05-22,,,,
101601400,116.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101601500,120,2016-07-07,-117.3114,32.3274666666667,,,,,
101601600,113.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101601700,116.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101601800,113.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101601900,122,2016-07-07,-117.3114,32.3274666666667,,,,,
101602000,116.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101602100,118,2016-07-07,-117.3114,32.3274666666667,,,,,
101602200,114.5,2016-07-07,-117.3114,32.3274666666667,2016-09-03,-118.4,32.7333,117,SFL
101602300,112,2016-07-07,-117.3114,32.3274666666667,,,,,
101602400,118,2016-07-07,-117.3114,32.3274666666667,2016-08-25,-118.24195,32.7167,,
101602500,115,2016-07-07,-117.3114,32.3274666666667,,,,,
101602600,115,2016-07-07,-117.3114,32.3274666666667,,,,,
101602700,120,2016-07-07,-117.3114,32.3274666666667,,,,,
101602800,119,2016-07-07,-117.3114,32.3274666666667,,,,,
101602900,118,2016-07-07,-117.3114,32.3274666666667,,,,,
101603000,115,2016-07-07,-117.3114,32.3274666666667,,,,,
101603100,118,2016-07-07,-117.3114,32.3274666666667,,,,,
101603200,100,2016-07-07,-117.3114,32.3274666666667,,,,,
101603300,115,2016-07-07,-117.3114,32.3274666666667,,,,,
101603400,120,2016-07-07,-117.3114,32.3274666666667,,,,,
101603500,117.5,2016-07-07,-117.3114,32.3274666666667,2016-09-06,-118.4117,32.745,112,CFL
101603600,117,2016-07-07,-117.3114,32.3274666666667,,,,,
101603700,122.5,2016-07-07,-117.3114,32.3274666666667,,,,,
101603800,118,2016-07-07,-117.3114,32.3274666666667,2016-10-07,-118.52497,32.79927,,
101603900,117,2016-07-07,-117.3114,32.3274666666667,,,,,
101604000,16,2016-07-07,-117.3114,32.3274666666667,,,,,
101604100,114,2016-07-07,-117.3114,32.3274666666667,,,,,
101604200,121,2016-07-07,-117.3114,32.3274666666667,,,,,
101604300,122,2016-07-07,-117.339083333333,32.31395,,,,,
101604400,123,2016-07-07,-117.552616666667,32.6280166666667,,,,,
